PID;USER;PRI;S;CPU;MEM;TIME;Command
25520;root;0;idle;0.0;0.0;1708464007.59;
25524;root;0;idle;0.0;0.0;1708464013.04;
25526;root;0;idle;0.0;0.0;1708464024.0;
25527;root;0;idle;0.0;0.0;1708464025.12;
25535;root;0;idle;0.0;0.0;1708464042.42;
25607;root;0;idle;0.0;0.0;1708464108.06;
25623;root;0;idle;0.0;0.0;1708464119.33;
25747;root;-20;idle;0.0;0.0;1708464187.32;
25777;root;-20;idle;0.0;0.0;1708464188.46;
25808;root;0;idle;0.0;0.0;1708464196.12;
26006;root;0;idle;0.0;0.0;1708464297.5;
26042;root;0;idle;0.0;0.0;1708464354.58;
26096;root;0;idle;0.0;0.0;1708464367.93;
26180;root;-20;idle;0.0;0.0;1708464376.23;
26210;root;-20;idle;0.0;0.0;1708464392.26;
26236;root;0;idle;0.0;0.0;1708464448.95;
26238;root;0;idle;0.0;0.0;1708464455.81;
26261;root;0;idle;0.0;0.0;1708464530.46;
26500;root;0;idle;0.0;0.0;1708464602.87;
26526;root;0;idle;0.0;0.0;1708464610.03;
26803;root;0;idle;0.0;0.0;1708464690.4;
26809;korol;0;running;0.0;0.08636869297839331;1708464691.56;/usr/bin/python3.10
